,month,customers,price_cents_per_kwh,revenue_musd,sales_mkwh,energy_consumption_million_mmbtu,public_holidays,saturdays,sundays,weekend_days,holiday_on_weekend,total_off_days,industrial_production_index,temp_avg_f,heating_degree_days,cooling_degree_days,precip_inches,year,month_num
0,2001-01,,6.75,20978.13373,310816.0688,3457.016,1,4,4,8,0,9,92.3103,31.37,33.629999999999995,0.0,1.85,2001,1
1,2001-02,,6.87,18700.12259,272334.73804,2954.85,1,4,4,8,0,9,90.7073,33.96,31.04,0.0,2.21,2001,2
2,2001-03,,7.01,18880.23415,269298.40142,3136.11,1,5,4,9,0,10,90.1859,41.47,23.53,0.0,2.57,2001,3
3,2001-04,,7.02,17855.81312,254390.93545,2903.074,4,4,5,9,0,13,90.0483,53.08,11.920000000000002,0.0,2.1,2001,4
4,2001-05,,7.17,18969.93109,264490.49166,3146.466,0,4,4,8,0,8,89.5741,62.8,2.200000000000003,0.0,2.78,2001,5
5,2001-06,,7.58,21976.8956,290008.13859,3432.521,1,5,4,9,0,10,89.8069,69.21,0.0,4.209999999999994,3.12,2001,6
6,2001-07,,7.88,24876.32313,315798.05444,3742.607,0,4,5,9,0,9,87.8554,74.44,0.0,9.439999999999998,2.72,2001,7
7,2001-08,,7.84,26037.36749,332192.65242,3880.737,2,4,4,8,1,9,90.0732,74.28,0.0,9.280000000000001,2.41,2001,8
8,2001-09,,7.62,22563.73846,295925.25273,3220.083,0,5,5,10,0,10,88.2173,65.68,0.0,0.6800000000000068,2.45,2001,9
9,2001-10,,7.43,19879.34946,267558.79557,3060.9,2,4,4,8,0,10,89.0316,54.36,10.64,0.0,2.06,2001,10
10,2001-11,,7.02,17753.86226,253033.66362,2896.523,2,4,4,8,0,10,88.3494,47.39,17.61,0.0,2.39,2001,11
11,2001-12,,7.03,18871.32391,268610.91126,3167.853,2,5,5,10,0,12,86.9558,36.12,28.880000000000003,0.0,2.36,2001,12
12,2002-01,,6.95,20217.29926,290967.48001,3304.433,1,4,4,8,1,8,88.601,34.48,30.520000000000003,0.0,2.01,2002,1
13,2002-02,,6.97,18383.34332,263728.26311,2901.046,1,4,4,8,1,8,88.9331,36.39,28.61,0.0,1.32,2002,2
14,2002-03,,6.95,18583.6763,267459.80047,3118.926,3,5,5,10,1,12,90.8936,39.54,25.46,0.0,2.59,2002,3
15,2002-04,,6.95,17939.61888,257946.37508,2996.924,1,4,4,8,0,9,93.0051,53.49,11.509999999999998,0.0,2.26,2002,4
16,2002-05,,7.11,19144.39654,269323.29396,3191.64,2,4,4,8,2,8,92.0586,59.27,5.729999999999997,0.0,2.64,2002,5
17,2002-06,,7.45,22076.71313,296469.77249,3545.081,0,5,5,10,0,10,92.413,70.84,0.0,5.840000000000003,2.56,2002,6
18,2002-07,,7.68,25912.79949,337284.67683,3974.635,0,4,4,8,0,8,93.7183,75.83,0.0,10.829999999999998,2.6,2002,7
19,2002-08,,7.58,25633.26295,338114.51829,3889.033,2,5,4,9,1,10,91.6322,72.82,0.0,7.819999999999993,2.4,2002,8
20,2002-09,,7.36,22856.15985,310497.88323,3418.89,0,4,5,9,0,9,93.6312,66.83,0.0,1.8299999999999983,2.72,2002,9
21,2002-10,,7.2,20458.6133,284177.96223,3177.406,2,4,4,8,0,10,93.926,51.82,13.18,0.0,3.01,2002,10
22,2002-11,,6.94,18266.58135,263033.58918,3063.227,2,5,4,9,0,11,92.9875,41.95,23.049999999999997,0.0,1.94,2002,11
23,2002-12,,6.96,19938.04663,286462.39615,3349.771,2,4,5,9,0,11,92.4621,35.08,29.92,0.0,3.0,2002,12
24,2003-01,,7,21307.40372,304262.59845,3476.14,1,4,4,8,1,8,94.326,32.81,32.19,0.0,1.33,2003,1
25,2003-02,,7.05,19884.43788,282239.57466,3048.655,1,4,4,8,0,9,95.8604,32.79,32.21,0.0,2.57,2003,2
26,2003-03,,7.16,19664.7271,274473.4193,3111.83,2,5,5,10,1,11,93.1769,43.29,21.71,0.0,2.48,2003,3
27,2003-04,,7.27,18656.47567,256709.98509,2920.303,2,4,4,8,0,10,93.3606,51.89,13.11,0.0,2.63,2003,4
28,2003-05,,7.42,19940.00817,268788.0908,3155.029,2,5,4,9,0,11,93.1694,60.96,4.039999999999999,0.0,3.26,2003,5
29,2003-06,,7.78,22608.32174,290449.88234,3378.736,0,4,5,9,0,9,90.6405,68.02,0.0,3.019999999999996,3.45,2003,6
30,2003-07,,8.02,26788.21511,334208.69307,3819.492,0,4,4,8,0,8,93.6789,75.43,0.0,10.430000000000007,2.64,2003,7
31,2003-08,,7.97,27231.52318,341819.27853,3892.618,2,5,5,10,0,12,94.333,74.62,0.0,9.620000000000005,2.56,2003,8
32,2003-09,,7.61,23323.21735,306589.90447,3302.557,0,4,4,8,0,8,93.3006,64.94,0.060000000000002274,0.0,2.82,2003,9
33,2003-10,,7.39,20484.65274,277380.21575,3123.859,3,4,4,8,2,9,93.6924,56.53,8.469999999999999,0.0,1.83,2003,10
34,2003-11,,7.19,18908.83858,262976.70136,3044.008,2,5,5,10,1,11,94.2104,42.35,22.65,0.0,2.55,2003,11
35,2003-12,,7.14,20969.03177,293836.14216,3390.956,1,4,4,8,0,9,95.2373,35.29,29.71,0.0,2.37,2003,12
36,2004-01,,7.22,22212.41202,307856.46486,3480.31326,1,5,4,9,0,10,96.5314,30.36,34.64,0.0,1.97,2004,1
37,2004-02,,7.25,20777.80076,286433.35172,3138.40915,2,4,5,9,0,11,97.1879,33.57,31.43,0.0,2.44,2004,2
38,2004-03,,7.3,20315.09212,278181.55766,3086.11843,1,4,4,8,0,9,94.7885,47.39,17.61,0.0,2.01,2004,3
39,2004-04,,7.34,19296.94563,262850.98943,2896.42929,2,4,4,8,1,9,95.8051,52.66,12.340000000000003,0.0,2.5,2004,4
40,2004-05,,7.46,20821.11482,279035.82591,3282.15869,2,5,5,10,0,12,97.8931,61.9,3.1000000000000014,0.0,3.34,2004,5
41,2004-06,,7.93,24391.98215,307772.35889,3456.8318,0,4,4,8,0,8,95.5798,68.05,0.0,3.049999999999997,3.51,2004,6
42,2004-07,,8.11,27094.46348,333907.04358,3769.58125,0,5,4,9,0,9,93.7504,72.88,0.0,7.8799999999999955,3.05,2004,7
43,2004-08,,8.18,27063.2021,330926.52841,3674.95813,1,4,5,9,1,9,91.0869,70.14,0.0,5.140000000000001,3.04,2004,8
44,2004-09,,7.97,24597.83865,308565.83256,3358.39408,1,4,4,8,0,9,95.3997,65.64,0.0,0.6400000000000006,2.98,2004,9
45,2004-10,,7.6,21405.44008,281736.72461,3123.40089,2,5,5,10,1,11,95.8866,55.35,9.649999999999999,0.0,3.03,2004,10
46,2004-11,,7.42,20059.53287,270162.92777,3027.52973,3,4,4,8,1,10,96.0474,43.99,21.009999999999998,0.0,3.18,2004,11
47,2004-12,,7.36,22083.40133,300049.8776,3428.32277,1,4,4,8,1,8,97.75,35.06,29.939999999999998,0.0,2.18,2004,12
48,2005-01,,7.47,23087.88266,309078.80863,3440.97329,2,5,5,10,0,12,96.3144,33.39,31.61,0.0,2.7,2005,1
49,2005-02,,7.58,21179.28653,279513.81952,2981.40147,1,4,4,8,1,8,95.4243,37.94,27.060000000000002,0.0,2.06,2005,2
50,2005-03,,7.59,21756.58872,286791.11859,3161.31413,2,4,4,8,0,10,97.8104,42.31,22.689999999999998,0.0,2.34,2005,3
51,2005-04,,7.65,20210.57836,264167.93607,2885.13109,1,5,4,9,0,10,96.2518,52.25,12.75,0.0,2.57,2005,4
52,2005-05,,7.84,21434.10822,273500.25066,3153.02889,1,4,5,9,0,10,95.3595,59.54,5.460000000000001,0.0,2.76,2005,5
53,2005-06,,8.38,26772.1736,319380.92267,3622.90028,0,4,4,8,0,8,99.3629,69.19,0.0,4.189999999999998,3.14,2005,6
54,2005-07,,8.6,30576.12195,355514.13892,4019.39877,0,5,5,10,0,10,99.5766,75.29,0.0,10.290000000000006,2.7,2005,7
55,2005-08,,8.71,31585.8444,362543.68518,4030.26667,2,4,4,8,1,9,99.4414,73.18,0.0,8.180000000000007,2.99,2005,8
56,2005-09,,8.68,28707.92167,330923.38387,3500.17424,0,4,4,8,0,8,101.4138,67.35,0.0,2.3499999999999943,1.94,2005,9
57,2005-10,,8.37,24923.22693,297626.30857,3177.81921,2,5,5,10,1,11,99.9186,55.36,9.64,0.0,2.37,2005,10
58,2005-11,,8.21,22548.42479,274585.46698,3064.52919,3,4,4,8,0,11,98.6633,45.0,20.0,0.0,2.22,2005,11
59,2005-12,,8.21,25220.66317,307342.67335,3490.09167,1,5,4,9,1,9,100.5988,32.7,32.3,0.0,2.29,2005,12
60,2006-01,,8.31,25330.15754,304865.97033,3294.00517,2,4,5,9,0,11,94.5031,38.93,26.07,0.0,2.61,2006,1
61,2006-02,,8.49,23848.16039,281046.41585,3063.59675,2,4,4,8,1,9,97.1874,34.83,30.17,0.0,1.52,2006,2
62,2006-03,,8.44,24473.15383,289970.2595,3173.65804,0,4,4,8,0,8,99.1442,42.6,22.4,0.0,2.31,2006,3
63,2006-04,,8.56,22971.8545,268208.30457,2957.76369,2,5,5,10,0,12,98.8065,55.24,9.759999999999998,0.0,2.54,2006,4
64,2006-05,,8.71,25016.07158,287198.13403,3283.25293,1,4,4,8,1,8,100.0522,62.26,2.740000000000002,0.0,2.29,2006,5
65,2006-06,,9.3,29934.44619,321839.88968,3614.73212,0,4,4,8,0,8,100.0041,70.74,0.0,5.739999999999995,2.56,2006,6
66,2006-07,,9.55,34612.5943,362386.77017,4064.035,0,5,5,10,0,10,101.586,76.39,0.0,11.39,2.46,2006,7
67,2006-08,,9.58,35298.77416,368633.76482,4037.92891,2,4,4,8,0,10,100.7131,73.38,0.0,8.379999999999995,2.8,2006,8
68,2006-09,,9.32,29562.41313,317282.10014,3288.88625,0,5,4,9,0,9,97.0696,63.28,1.7199999999999989,0.0,2.8,2006,9
69,2006-10,,8.89,25875.86986,291186.10568,3170.51464,3,4,5,9,1,11,98.2375,52.57,12.43,0.0,2.9,2006,10
70,2006-11,,8.63,23926.6106,277181.9685,3078.66772,1,4,4,8,1,8,99.8686,44.08,20.92,0.0,2.46,2006,11
71,2006-12,,8.55,25655.86093,300119.15674,3353.79866,2,5,5,10,1,11,97.6605,36.57,28.43,0.0,2.57,2006,12
72,2007-01,,8.71,27447.73928,315103.76002,3524.89841,2,4,4,8,0,10,99.2277,31.35,33.65,0.0,2.22,2007,1
73,2007-02,,8.74,26322.73525,301331.31465,3210.32455,1,4,4,8,0,9,103.5831,32.41,32.59,0.0,1.75,2007,2
74,2007-03,,8.8,25666.48152,291660.34841,3184.02697,1,5,4,9,1,9,100.0741,47.64,17.36,0.0,2.31,2007,3
75,2007-04,,8.82,24296.48011,275340.50697,3006.65516,2,4,5,9,1,10,100.8256,50.54,14.46,0.0,2.49,2007,4
76,2007-05,,8.96,26241.80393,292800.25887,3285.81136,1,4,4,8,0,9,101.651,62.31,2.6899999999999977,0.0,2.75,2007,5
77,2007-06,,9.45,30525.21182,323006.59103,3595.60478,0,5,4,9,0,9,99.6663,69.85,0.0,4.849999999999994,2.91,2007,6
78,2007-07,,9.64,34009.61996,352642.31557,3895.99218,0,4,5,9,0,9,98.3603,74.68,0.0,9.680000000000007,2.88,2007,7
79,2007-08,,9.68,36127.50388,373364.82394,4167.52593,1,4,4,8,0,9,102.7883,74.62,0.0,9.620000000000005,2.6,2007,8
80,2007-09,,9.43,31829.18804,337524.56498,3519.73016,1,5,5,10,0,11,103.3534,66.42,0.0,1.4200000000000017,2.17,2007,9
81,2007-10,,9.17,28210.58443,307782.64949,3287.85785,3,4,4,8,2,9,103.2579,56.66,8.340000000000003,0.0,2.71,2007,10
82,2007-11,,8.94,25609.19795,286299.30566,3116.22842,2,4,4,8,1,9,102.3388,43.99,21.009999999999998,0.0,1.4,2007,11
83,2007-12,,8.91,27416.01283,307704.27239,3454.4012,2,5,5,10,0,12,99.9622,33.22,31.78,0.0,2.97,2007,12
84,2008-01,143412299,8.92,29095.57356,326214.57102,3580.66031,2,4,4,8,2,8,101.2095,30.27,34.730000000000004,0.0,2.21,2008,1
85,2008-02,142816242,8.9,27150.32587,305094.91897,3225.60772,0,4,4,8,0,8,102.1623,34.7,30.299999999999997,0.0,2.47,2008,2
86,2008-03,143198070,9.03,26591.23838,294625.33802,3229.04906,2,5,5,10,0,12,101.3994,41.86,23.14,0.0,2.52,2008,3
87,2008-04,143118223,9.22,25633.81563,277963.41678,3024.35496,1,4,4,8,0,9,101.6978,50.38,14.619999999999997,0.0,2.54,2008,4
88,2008-05,143167043,9.47,27312.40108,288276.05761,3249.46709,1,5,4,9,0,10,100.113,59.34,5.659999999999997,0.0,3.0,2008,5
89,2008-06,143404043,10.27,33749.5751,328592.49724,3709.67366,0,4,5,9,0,9,102.096,69.58,0.0,4.579999999999998,3.0,2008,6
90,2008-07,143629292,10.65,38400.04009,360426.56763,3992.21878,0,4,4,8,0,8,100.735,74.05,0.0,9.049999999999997,2.8,2008,7
91,2008-08,143658867,10.59,37246.64169,351856.42843,3842.40057,2,5,5,10,1,11,96.9207,72.25,0.0,7.25,3.05,2008,8
92,2008-09,143531265,10.27,33050.36954,321906.21066,3349.26128,0,4,4,8,0,8,99.2749,65.19,0.0,0.18999999999999773,2.68,2008,9
93,2008-10,143866544,9.94,28998.65394,291762.07434,3137.58643,3,4,4,8,0,11,99.5768,53.98,11.020000000000003,0.0,2.18,2008,10
94,2008-11,142802011,9.67,26911.86093,278330.40976,3066.25916,1,5,5,10,0,11,101.1178,43.92,21.08,0.0,1.95,2008,11
95,2008-12,144144391,9.53,29442.61526,308916.12865,3423.38663,2,4,4,8,0,10,100.5252,31.87,33.129999999999995,0.0,2.84,2008,12
96,2009-01,143092208,9.68,31146.78739,321623.96705,3521.2638,2,5,4,9,0,11,100.255,31.05,33.95,0.0,1.6,2009,1
97,2009-02,142891027,9.78,27981.33013,286251.46303,2961.20511,1,4,4,8,0,9,97.7366,36.77,28.229999999999997,0.0,1.55,2009,2
98,2009-03,143532486,9.64,27349.93024,283807.82623,3055.03707,1,4,5,9,0,10,98.9617,42.87,22.130000000000003,0.0,2.7,2009,3
99,2009-04,143685837,9.57,25402.32179,265463.64608,2858.11085,2,4,4,8,0,10,98.0808,50.9,14.100000000000001,0.0,2.82,2009,4
100,2009-05,143070924,9.77,26892.11678,275275.97676,3081.49772,1,5,5,10,0,11,97.2189,61.63,3.3699999999999974,0.0,3.31,2009,5
101,2009-06,143769664,10.13,30955.55492,305520.46993,3432.24332,0,4,4,8,0,8,95.8448,68.5,0.0,3.5,3.01,2009,6
102,2009-07,143859563,10.28,34739.57172,337878.07154,3652.85108,0,4,4,8,0,8,94.2843,72.61,0.0,7.609999999999999,3.07,2009,7
103,2009-08,143539696,10.27,35422.04563,344845.1952,3734.94006,2,5,5,10,1,11,95.4615,71.87,0.0,6.8700000000000045,2.69,2009,8
104,2009-09,143473810,10.09,31344.33454,310563.30622,3190.44405,2,4,4,8,0,10,96.6016,66.36,0.0,1.3599999999999994,2.54,2009,9
105,2009-10,143889070,9.7,27856.49521,287116.30848,3009.99851,2,5,4,9,1,10,97.8356,50.49,14.509999999999998,0.0,4.29,2009,10
106,2009-11,143252943,9.34,25045.97454,268157.85379,2920.73915,2,4,5,9,1,10,97.173,45.82,19.18,0.0,1.63,2009,11
107,2009-12,144292287,9.4,29152.8005,310291.04959,3466.50602,2,4,4,8,0,10,101.2533,29.64,35.36,0.0,3.08,2009,12
108,2010-01,143201001,9.28,30783.69853,331878.76297,3551.78861,1,5,5,10,0,11,101.8587,30.67,34.33,0.0,2.62,2010,1
109,2010-02,143096373,9.47,28266.23948,298459.72804,3137.08871,2,4,4,8,1,9,103.4034,31.8,33.2,0.0,2.01,2010,2
110,2010-03,144193891,9.48,27720.47708,292511.35075,3061.56859,0,4,4,8,0,8,100.2524,43.56,21.439999999999998,0.0,2.3,2010,3
111,2010-04,144139020,9.53,25452.82497,267052.12908,2814.52218,2,4,4,8,0,10,97.6037,53.24,11.759999999999998,0.0,2.38,2010,4
112,2010-05,143683686,9.72,27588.15656,283729.2674,3231.10195,1,5,5,10,0,11,100.9754,59.86,5.140000000000001,0.0,3.31,2010,5
113,2010-06,144138745,10.18,33672.73545,330893.20089,3687.23791,0,4,4,8,0,8,103.0903,70.47,0.0,5.469999999999999,3.49,2010,6
114,2010-07,144563790,10.46,38600.65658,369017.71929,4016.80575,0,5,4,9,0,9,102.1964,74.7,0.0,9.700000000000003,3.32,2010,7
115,2010-08,144509086,10.4,38659.20672,371769.31409,4001.52814,1,4,5,9,1,9,102.3825,74.03,0.0,9.030000000000001,2.51,2010,8
116,2010-09,144532490,10.17,33322.39273,327742.33635,3372.14488,2,4,4,8,0,10,102.4113,66.47,0.0,1.4699999999999989,2.78,2010,9
117,2010-10,144494350,9.81,28233.95789,287839.79568,2993.60702,2,5,5,10,2,10,99.144,56.14,8.86,0.0,1.97,2010,10
118,2010-11,144232350,9.55,26256.04289,274900.06863,2982.55155,3,4,4,8,1,10,99.9979,42.31,22.689999999999998,0.0,2.22,2010,11
119,2010-12,144893559,9.52,30361.75123,319047.69506,3547.74663,2,4,4,8,1,9,104.5057,32.47,32.53,0.0,2.45,2010,12
120,2011-01,143568441,9.48,31663.46977,334115.65319,3556.38172,1,5,5,10,0,11,102.8979,29.71,35.29,0.0,1.65,2011,1
121,2011-02,143511686,9.56,28378.0614,296903.49799,3069.95233,1,4,4,8,0,9,101.4476,33.04,31.96,0.0,1.98,2011,2
122,2011-03,144957102,9.55,27881.8663,292051.85887,3124.13695,1,4,4,8,0,9,101.237,43.07,21.93,0.0,2.91,2011,3
123,2011-04,144058824,9.54,26258.25648,275203.87798,2957.5388,2,5,4,9,1,10,100.9181,51.96,13.04,0.0,3.41,2011,4
124,2011-05,144382247,9.78,28164.24859,287992.74781,3183.47665,1,4,5,9,0,10,99.7878,59.11,5.890000000000001,0.0,3.43,2011,5
125,2011-06,144811126,10.26,33735.1434,328707.33187,3611.69457,0,4,4,8,0,8,101.4519,69.8,0.0,4.799999999999997,2.58,2011,6
126,2011-07,144557120,10.47,38827.30904,370691.91322,4098.62845,0,5,5,10,0,10,103.1864,76.12,0.0,11.120000000000005,2.44,2011,7
127,2011-08,145243220,10.49,39103.86751,372719.82806,3964.23777,3,4,4,8,0,11,102.9524,74.98,0.0,9.980000000000004,2.34,2011,8
128,2011-09,144832378,10.29,33570.62864,326247.22166,3287.80859,0,4,4,8,0,8,101.0887,66.07,0.0,1.0699999999999932,2.48,2011,9
129,2011-10,144516255,9.83,28337.16265,288132.88819,3000.55214,3,5,5,10,1,12,99.4729,55.08,9.920000000000002,0.0,2.14,2011,10
130,2011-11,144644581,9.58,26355.44522,275235.16385,2956.3745,2,4,4,8,0,10,99.6056,43.74,21.259999999999998,0.0,2.47,2011,11
131,2011-12,145024799,9.53,28773.63544,301844.19734,3254.27923,2,5,4,9,1,10,98.2805,35.4,29.6,0.0,2.26,2011,12
132,2012-01,144599424,9.61,29878.12073,310975.3842,3269.79413,1,4,5,9,0,10,96.0074,36.12,28.880000000000003,0.0,2.09,2012,1
133,2012-02,144463591,9.58,27479.29768,286982.92448,2960.38876,2,4,4,8,1,9,96.5999,37.51,27.490000000000002,0.0,1.85,2012,2
134,2012-03,145331057,9.52,27015.28529,283731.20675,2962.74511,0,5,4,9,0,9,97.3787,50.4,14.600000000000001,0.0,2.87,2012,3
135,2012-04,145094960,9.47,25650.4556,270759.60242,2829.29921,2,4,5,9,0,11,99.2484,54.68,10.32,0.0,2.22,2012,4
136,2012-05,146116653,9.64,28637.04127,296968.16897,3237.01026,1,4,4,8,1,8,103.6003,63.43,1.5700000000000003,0.0,2.5,2012,5
137,2012-06,145441312,10.13,32948.8591,325159.86926,3488.40808,0,5,4,9,0,9,100.1279,70.52,0.0,5.519999999999996,2.24,2012,6
138,2012-07,145225134,10.3,38192.9817,370962.70076,4022.63898,0,4,5,9,0,9,102.1539,76.73,0.0,11.730000000000004,2.51,2012,7
139,2012-08,146085918,10.32,37628.74261,364784.71655,3819.90515,3,4,4,8,0,11,100.6862,73.78,0.0,8.780000000000001,2.47,2012,8
140,2012-09,144876858,10.26,32633.93517,318089.70771,3220.52567,0,5,5,10,0,10,98.5011,66.29,0.0,1.2900000000000063,2.34,2012,9
141,2012-10,145683234,9.74,28315.89017,290735.45792,2999.1759,3,4,4,8,1,10,99.4368,53.89,11.11,0.0,2.23,2012,10
142,2012-11,145326769,9.58,26650.93201,278211.92275,2964.22794,3,4,4,8,1,10,99.193,44.01,20.990000000000002,0.0,1.32,2012,11
143,2012-12,145278087,9.64,28655.93802,297288.12385,3241.69482,1,5,5,10,0,11,97.265,35.92,29.08,0.0,2.88,2012,12
144,2013-01,146011377,9.64,30929.23565,320682.92852,3372.16787,2,4,4,8,1,9,98.3335,32.25,32.75,0.0,2.37,2013,1
145,2013-02,145245699,9.77,28485.32435,291480.36403,2981.33137,0,4,4,8,0,8,98.5219,34.77,30.229999999999997,0.0,2.01,2013,2
146,2013-03,146156589,9.71,28848.56137,297226.03086,3138.19639,2,5,5,10,1,11,102.1471,40.89,24.11,0.0,1.71,2013,3
147,2013-04,145639969,9.66,26839.36379,277781.90748,2893.41007,1,4,4,8,0,9,101.6494,49.66,15.340000000000003,0.0,2.9,2013,4
148,2013-05,146568836,9.92,28715.3239,289398.43306,3121.07146,1,4,4,8,1,8,99.872,60.84,4.159999999999997,0.0,3.35,2013,5
149,2013-06,146130251,10.45,33465.12798,320200.66137,3455.29133,0,5,5,10,0,10,98.7761,70.38,0.0,5.3799999999999955,3.34,2013,6
150,2013-07,146522554,10.69,38360.98294,358700.92813,3816.4793,0,4,4,8,0,8,98.5833,74.19,0.0,9.189999999999998,3.34,2013,7
